tract,num_alpr_cameras,median_income,state_x,county_x,total_road_length_m,crime_count,total_pop,white_pop,black_pop,asian_pop,hispanic_pop,state_y,county_y,white_pct,black_pct,asian_pct,hispanic_pct
030500,1,162218.0,06,075,13985.796000227709,812,3676.0,1615.0,349.0,996.0,569.0,06,075,0.4393362350380849,0.09494015233949946,0.27094668117519044,0.15478781284004353
030600,2,200625.0,06,075,14525.172738162695,1455,2514.0,1204.0,37.0,723.0,223.0,06,075,0.4789180588703262,0.0147175815433572,0.28758949880668255,0.08870326173428798
030800,5,171250.0,06,075,27724.285058546684,3573,6041.0,3817.0,76.0,1594.0,297.0,06,075,0.6318490316172819,0.012580698559841086,0.26386359874193016,0.049164045687800036
030900,5,166757.0,06,075,47686.5217767773,4463,6767.0,2803.0,67.0,2458.0,649.0,06,075,0.4142160484705187,0.009900990099009901,0.36323333825919907,0.09590660558593173
031100,3,162348.0,06,075,24184.000378342713,2944,6295.0,2580.0,142.0,2116.0,1063.0,06,075,0.40984908657664815,0.02255758538522637,0.3361397934868944,0.1688641779189833
031301,1,94740.0,06,075,9198.839298893552,1289,3866.0,867.0,420.0,2138.0,274.0,06,075,0.22426280393171236,0.10863942058975685,0.553026383859286,0.07087428867046043
031302,1,113304.0,06,075,18988.981581055556,2268,5503.0,741.0,668.0,2944.0,841.0,06,075,0.13465382518626204,0.12138833363619844,0.5349809194984554,0.15282573141922587
031401,1,91806.0,06,075,6900.096119389985,1054,2378.0,243.0,127.0,1259.0,597.0,06,075,0.10218671152228764,0.053406223717409586,0.5294365012615644,0.2510513036164844
032801,1,124840.0,06,075,9760.052981400344,2824,4042.0,949.0,98.0,2698.0,160.0,06,075,0.23478476001979218,0.024245423057892134,0.6674913409203365,0.03958436417615042
032802,1,118542.0,06,075,9686.089598733382,1370,4624.0,1276.0,8.0,2739.0,349.0,06,075,0.2759515570934256,0.0017301038062283738,0.5923442906574394,0.07547577854671281
032901,1,139526.0,06,075,12392.743438152092,1319,5360.0,1061.0,12.0,3581.0,197.0,06,075,0.19794776119402985,0.002238805970149254,0.6680970149253731,0.03675373134328358
033002,2,202737.0,06,075,13081.233905874433,1797,4227.0,1689.0,0.0,1911.0,384.0,06,075,0.39957416607523066,0.0,0.45209368346344925,0.0908445706174592
033100,1,150500.0,06,075,23172.40492053115,2188,3948.0,1229.0,49.0,2107.0,203.0,06,075,0.3112968591691996,0.012411347517730497,0.5336879432624113,0.051418439716312055
033201,2,58750.0,06,075,12182.55759298315,4436,4262.0,1216.0,445.0,1010.0,1340.0,06,075,0.28531206006569687,0.10441107461285781,0.23697794462693572,0.3144063819802909
033203,3,54854.0,06,075,11939.3591827457,3169,3320.0,1047.0,155.0,1273.0,573.0,06,075,0.3153614457831325,0.046686746987951805,0.383433734939759,0.17259036144578313
035201,1,118902.0,06,075,14949.180164205669,1963,5497.0,1601.0,48.0,3008.0,507.0,06,075,0.29124977260323814,0.008732035655812261,0.5472075677642351,0.092232126614517
035202,2,93622.0,06,075,7395.012819588364,2233,4796.0,1744.0,105.0,1694.0,758.0,06,075,0.36363636363636365,0.021893244370308592,0.3532110091743119,0.15804837364470392
035400,1,122050.0,06,075,18774.53718230169,1861,7769.0,2872.0,71.0,2901.0,568.0,06,075,0.3696743467627751,0.009138885313425152,0.37340713090487837,0.07311108250740121
040200,1,140227.0,06,075,9341.195466252317,2601,5460.0,2447.0,70.0,2213.0,439.0,06,075,0.4481684981684982,0.01282051282051282,0.4053113553113553,0.08040293040293041
042700,1,106387.0,06,075,6946.1802395598415,1184,5361.0,1787.0,316.0,2613.0,365.0,06,075,0.3333333333333333,0.05894422682335385,0.48740906547285956,0.068084312628241
047600,2,141544.0,06,075,12429.039270473191,3463,5145.0,2010.0,9.0,2058.0,302.0,06,075,0.39067055393586003,0.001749271137026239,0.4,0.0586977648202138
047802,2,101722.0,06,075,6829.411117385987,901,3781.0,1745.0,17.0,1590.0,355.0,06,075,0.46151811690029093,0.00449616503570484,0.4205236709865115,0.09389050515736577
047902,1,132583.0,06,075,8493.312507277014,1477,3610.0,1514.0,0.0,1318.0,396.0,06,075,0.4193905817174515,0.0,0.36509695290858724,0.10969529085872576
060100,9,218898.0,06,075,104527.18228644428,1497,4231.0,2419.0,75.0,325.0,852.0,06,075,0.5717324509572205,0.017726305837863388,0.0768139919640747,0.2013708343181281
060400,4,80733.0,06,075,33072.03579454449,1619,1595.0,668.0,91.0,384.0,194.0,06,075,0.4188087774294671,0.057053291536050155,0.24075235109717869,0.12163009404388715
060502,1,34896.0,06,075,5129.891714852587,3151,3539.0,205.0,689.0,1260.0,926.0,06,075,0.05792596778751059,0.19468776490534048,0.3560327776207968,0.26165583498163325
060701,4,165718.0,06,075,16869.949744609763,9204,7621.0,2640.0,478.0,3419.0,774.0,06,075,0.3464112321217688,0.06272142763416874,0.44862878887285135,0.10156147487206403
060702,2,-666666666.0,06,075,10937.659639132165,3713,1488.0,774.0,0.0,282.0,214.0,06,075,0.5201612903225806,0.0,0.18951612903225806,0.14381720430107528
060703,1,183168.0,06,075,7703.549112129681,3942,5787.0,2261.0,27.0,2237.0,844.0,06,075,0.39070330050112323,0.004665629860031105,0.3865560739588733,0.14584413340245378
061000,6,89125.0,06,075,27549.775181273908,5215,4825.0,568.0,688.0,3037.0,391.0,06,075,0.11772020725388602,0.14259067357512953,0.6294300518134714,0.08103626943005181
061200,5,89063.0,06,075,10767.247969029397,4713,3952.0,484.0,858.0,1105.0,1500.0,06,075,0.12246963562753037,0.21710526315789475,0.27960526315789475,0.37955465587044535
061402,3,160823.0,06,075,6590.026856289288,2278,2537.0,1088.0,123.0,770.0,406.0,06,075,0.42885297595585337,0.048482459597950334,0.303508080409933,0.16003153330705558
061501,2,250001.0,06,075,10095.504358684486,13940,1837.0,825.0,0.0,705.0,37.0,06,075,0.4491017964071856,0.0,0.38377789874795865,0.020141535111594992
061503,1,204620.0,06,075,5545.285807475543,3711,3400.0,1420.0,233.0,1580.0,101.0,06,075,0.4176470588235294,0.06852941176470588,0.4647058823529412,0.029705882352941176
061507,1,93466.0,06,075,7028.685620399071,3781,1940.0,766.0,0.0,730.0,444.0,06,075,0.39484536082474225,0.0,0.37628865979381443,0.2288659793814433
061508,1,-666666666.0,06,075,4119.044542711151,2163,2006.0,1013.0,60.0,818.0,115.0,06,075,0.5049850448654037,0.02991026919242273,0.4077766699900299,0.05732801595214357
980300,6,149688.0,06,075,54058.1590123379,8842,25.0,14.0,0.0,5.0,6.0,06,075,0.56,0.0,0.2,0.24
980501,1,11316.0,06,075,9999.587752031575,992,104.0,0.0,0.0,104.0,0.0,06,075,0.0,0.0,1.0,0.0
980900,12,137750.0,06,075,45114.57384773886,12248,296.0,82.0,16.0,169.0,10.0,06,075,0.27702702702702703,0.05405405405405406,0.5709459459459459,0.033783783783783786
