tract,num_alpr_cameras,median_income,state_x,county_x,total_pop,white_pop,black_pop,asian_pop,hispanic_pop,state_y,county_y,white_pct,black_pct,asian_pct,hispanic_pct
000nan,19202,,,,,,,,,,,,,,
504320,2,168421.0,06,085,3038.0,492.0,27.0,2119.0,266.0,06,085,0.1619486504279131,0.008887425938117182,0.6974983541803819,0.08755760368663594
504321,4,146941.0,06,085,5511.0,544.0,77.0,3559.0,1055.0,06,085,0.09871166757394302,0.013972055888223553,0.6457993104699692,0.19143531119579024
504323,2,130227.0,06,085,6081.0,777.0,45.0,4490.0,530.0,06,085,0.12777503700049334,0.00740009866798224,0.7383654004275613,0.08715671764512416
504410,2,128523.0,06,085,4286.0,556.0,165.0,2476.0,918.0,06,085,0.1297246850209986,0.038497433504433035,0.5776948203453103,0.21418572095193653
504411,1,169828.0,06,085,6006.0,866.0,128.0,4135.0,816.0,06,085,0.1441891441891442,0.021312021312021312,0.6884781884781884,0.13586413586413587
504424,3,147027.0,06,085,5448.0,667.0,88.0,3537.0,753.0,06,085,0.1224302496328928,0.016152716593245228,0.6492290748898678,0.138215859030837
505006,5,186612.0,06,085,12008.0,2216.0,68.0,8883.0,520.0,06,085,0.18454363757495004,0.005662891405729514,0.7397568287808128,0.04330446369087275
505100,3,100682.0,06,085,4272.0,928.0,208.0,1662.0,1392.0,06,085,0.21722846441947566,0.04868913857677903,0.3890449438202247,0.3258426966292135
506202,1,152411.0,06,085,8026.0,2277.0,413.0,4032.0,764.0,06,085,0.28370296536257167,0.051457762272614005,0.5023673062546723,0.09519063045103414
506204,1,172981.0,06,085,5424.0,1168.0,215.0,3649.0,137.0,06,085,0.2153392330383481,0.039638643067846605,0.6727507374631269,0.02525811209439528
506302,4,144972.0,06,085,5503.0,2722.0,341.0,1527.0,651.0,06,085,0.4946392876612757,0.06196620025440669,0.27748500817735783,0.11829910957659459
506304,2,104470.0,06,085,6089.0,1442.0,267.0,2476.0,1637.0,06,085,0.2368204959763508,0.04384956478896371,0.40663491542125146,0.2688454590244704
506305,1,98277.0,06,085,6050.0,1859.0,754.0,1320.0,1824.0,06,085,0.30727272727272725,0.12462809917355372,0.21818181818181817,0.3014876033057851
506401,1,111903.0,06,085,4992.0,1961.0,261.0,1128.0,1325.0,06,085,0.39282852564102566,0.05228365384615385,0.22596153846153846,0.26542467948717946
506402,2,107181.0,06,085,5805.0,2424.0,301.0,808.0,2103.0,06,085,0.41757105943152456,0.05185185185185185,0.1391903531438415,0.36227390180878555
506502,2,119959.0,06,085,4555.0,2432.0,250.0,419.0,1136.0,06,085,0.5339187705817783,0.054884742041712405,0.09198682766190999,0.24939626783754115
506604,3,212143.0,06,085,7498.0,3239.0,1.0,3571.0,401.0,06,085,0.4319818618298213,0.00013336889837289943,0.4762603360896239,0.05348092824753267
506606,2,105878.0,06,085,5157.0,1680.0,68.0,1596.0,1515.0,06,085,0.32577079697498545,0.013185960829939888,0.30948225712623617,0.2937754508435137
506801,1,164195.0,06,085,5977.0,4214.0,43.0,1038.0,561.0,06,085,0.7050359712230215,0.007194244604316547,0.17366571858792035,0.09385979588422286
506803,1,185900.0,06,085,7033.0,3421.0,239.0,2275.0,835.0,06,085,0.4864211574008247,0.03398265320631309,0.3234750462107209,0.118726005971847
506900,1,188585.0,06,085,8013.0,5448.0,109.0,1420.0,592.0,06,085,0.6798951703481843,0.01360289529514539,0.17721203045051792,0.07387994508923
507004,1,168015.0,06,085,3639.0,2836.0,0.0,556.0,101.0,06,085,0.7793349821379499,0.0,0.15278922780983786,0.0277548777136576
507100,1,153125.0,06,085,3347.0,2440.0,0.0,327.0,410.0,06,085,0.729011054675829,0.0,0.09769943232745743,0.12249775918733194
507203,1,179006.0,06,085,3391.0,1758.0,15.0,743.0,718.0,06,085,0.5184311412562665,0.0044234739015039815,0.2191094072544972,0.21173695075199056
507205,1,186250.0,06,085,4797.0,2998.0,24.0,1016.0,439.0,06,085,0.6249739420471128,0.0050031269543464665,0.21179904106733374,0.09151553053992079
507206,2,250001.0,06,085,2628.0,1882.0,25.0,506.0,137.0,06,085,0.7161339421613394,0.009512937595129375,0.19254185692541856,0.05213089802130898
507301,36,226583.0,06,085,6718.0,3031.0,2.0,3209.0,219.0,06,085,0.4511759452217922,0.00029770765108663293,0.4776719261685025,0.0325989877939863
507302,1,234286.0,06,085,2556.0,1426.0,7.0,717.0,47.0,06,085,0.5579029733959311,0.0027386541471048514,0.2805164319248826,0.018388106416275432
507401,10,223125.0,06,085,5886.0,1724.0,3.0,3921.0,88.0,06,085,0.29289840299014613,0.0005096839959225281,0.6661569826707442,0.014950730547060823
507402,7,200500.0,06,085,4150.0,2062.0,0.0,1718.0,160.0,06,085,0.4968674698795181,0.0,0.41397590361445785,0.03855421686746988
507500,17,199917.0,06,085,5979.0,1768.0,16.0,3828.0,176.0,06,085,0.29570162234487374,0.002676032781401572,0.6402408429503261,0.029436360595417294
507600,4,250001.0,06,085,6079.0,2332.0,0.0,3245.0,145.0,06,085,0.38361572627076823,0.0,0.5338049021220596,0.023852607336733014
507805,1,169908.0,06,085,5169.0,1409.0,38.0,3161.0,268.0,06,085,0.2725865738053782,0.007351518668988199,0.6115302766492552,0.0518475527181273
507806,2,178278.0,06,085,6038.0,679.0,0.0,5170.0,70.0,06,085,0.1124544551175886,0.0,0.8562437893342166,0.01159324279562769
507807,4,220625.0,06,085,3462.0,559.0,0.0,2666.0,97.0,06,085,0.1614673599075679,0.0,0.7700751010976314,0.02801848642403235
508203,1,212121.0,06,085,5950.0,2244.0,1.0,3238.0,114.0,06,085,0.37714285714285717,0.0001680672268907563,0.5442016806722689,0.01915966386554622
508301,1,227813.0,06,085,4734.0,2089.0,46.0,2180.0,225.0,06,085,0.4412758766370934,0.009716941275876637,0.4604985213350232,0.04752851711026616
508707,2,175382.0,06,085,3853.0,1000.0,142.0,1882.0,693.0,06,085,0.2595380223202699,0.03685439916947833,0.48845055800674797,0.17985984946794706
509304,1,151389.0,06,085,3101.0,1081.0,12.0,927.0,971.0,06,085,0.3485972267010642,0.003869719445340213,0.2989358271525314,0.3131247984521122
509801,1,163785.0,06,085,5783.0,2712.0,89.0,1534.0,1106.0,06,085,0.46896074701711915,0.01538993601936711,0.26526024554729377,0.1912502161507868
509901,1,250001.0,06,085,2404.0,1644.0,0.0,462.0,133.0,06,085,0.6838602329450915,0.0,0.19217970049916805,0.055324459234608984
510001,3,250001.0,06,085,6263.0,3741.0,35.0,2012.0,220.0,06,085,0.5973175794347757,0.005588376177550695,0.32125179626377137,0.035126935973175795
510002,1,245455.0,06,085,4102.0,1780.0,7.0,1490.0,644.0,06,085,0.43393466601657726,0.0017064846416382253,0.3632374451487079,0.15699658703071673
510200,1,250001.0,06,085,4721.0,3030.0,120.0,1225.0,192.0,06,085,0.6418131751747511,0.02541834357127727,0.25947892395678884,0.04066934971404364
510300,1,208898.0,06,085,4500.0,2496.0,24.0,1457.0,198.0,06,085,0.5546666666666666,0.005333333333333333,0.3237777777777778,0.044
510400,2,250001.0,06,085,3937.0,1951.0,18.0,1582.0,164.0,06,085,0.49555499110998225,0.004572009144018288,0.4018288036576073,0.04165608331216662
510500,1,250001.0,06,085,4452.0,2574.0,5.0,1491.0,206.0,06,085,0.578167115902965,0.0011230907457322552,0.33490566037735847,0.046271338724168914
510600,1,152059.0,06,085,6109.0,2896.0,109.0,2002.0,776.0,06,085,0.47405467343264035,0.017842527418562775,0.32771321001800624,0.12702569978719921
510700,1,205651.0,06,085,5291.0,2089.0,114.0,2760.0,80.0,06,085,0.39482139482139483,0.021546021546021546,0.5216405216405217,0.01512001512001512
510801,1,200469.0,06,085,5802.0,2248.0,217.0,2750.0,134.0,06,085,0.3874526025508445,0.03740089624267494,0.47397449155463633,0.023095484315753187
511501,1,142067.0,06,085,4742.0,2951.0,173.0,1032.0,374.0,06,085,0.622311261071278,0.036482496836777734,0.21762969211303249,0.0788696752425137
511609,16,144292.0,06,085,3380.0,1910.0,40.0,809.0,452.0,06,085,0.5650887573964497,0.011834319526627219,0.23934911242603552,0.13372781065088757
511701,8,212069.0,06,085,4432.0,2525.0,0.0,1158.0,424.0,06,085,0.5697202166064982,0.0,0.2612815884476534,0.09566787003610108
511704,16,250001.0,06,085,4627.0,2329.0,0.0,1970.0,145.0,06,085,0.503349902744759,0.0,0.4257618327209855,0.031337799870326345
511705,3,250001.0,06,085,1723.0,1193.0,64.0,274.0,159.0,06,085,0.6923969820081254,0.0371445153801509,0.15902495647127105,0.0922809053975624
511911,1,159091.0,06,085,4911.0,2913.0,140.0,1169.0,354.0,06,085,0.5931582162492364,0.0285074322948483,0.2380370596619833,0.07208307880268784
511915,3,87188.0,06,085,4049.0,1071.0,74.0,908.0,1950.0,06,085,0.264509755495184,0.018276117559891333,0.22425290195109904,0.4816003951592986
511916,2,166429.0,06,085,4530.0,2043.0,144.0,1428.0,607.0,06,085,0.4509933774834437,0.031788079470198675,0.3152317880794702,0.13399558498896247
512001,7,180650.0,06,085,6515.0,1367.0,141.0,2990.0,1457.0,06,085,0.20982348426707598,0.021642363775901764,0.4589409056024559,0.22363775901765157
512005,2,160909.0,06,085,6880.0,3209.0,48.0,1522.0,1627.0,06,085,0.46642441860465117,0.0069767441860465115,0.22122093023255815,0.2364825581395349
512021,2,135179.0,06,085,6349.0,1794.0,232.0,2156.0,1814.0,06,085,0.2825641833359584,0.03654118758859663,0.3395810363836825,0.2857142857142857
512022,3,83895.0,06,085,6162.0,1124.0,155.0,3014.0,1530.0,06,085,0.18240830899058746,0.02515417072379098,0.48912690684842586,0.24829600778967867
512024,3,126216.0,06,085,5125.0,2215.0,171.0,958.0,1441.0,06,085,0.4321951219512195,0.03336585365853659,0.18692682926829268,0.2811707317073171
512026,1,117639.0,06,085,3734.0,933.0,232.0,1219.0,1103.0,06,085,0.24986609534011783,0.06213176218532405,0.3264595607927156,0.29539367970005354
512027,2,92295.0,06,085,4354.0,1545.0,103.0,1471.0,995.0,06,085,0.3548461185117134,0.02365640790078089,0.3378502526412494,0.22852549379880568
512029,2,139750.0,06,085,8002.0,3841.0,138.0,1077.0,2675.0,06,085,0.48000499875031244,0.017245688577855536,0.1345913521619595,0.3342914271432142
512030,1,167569.0,06,085,3219.0,1414.0,79.0,720.0,816.0,06,085,0.4392668530599565,0.024541783162472817,0.22367194780987884,0.2534948741845294
512031,1,168910.0,06,085,4436.0,1938.0,38.0,1125.0,1040.0,06,085,0.4368800721370604,0.008566275924256087,0.25360685302073943,0.2344454463480613
512032,4,141184.0,06,085,3245.0,1114.0,45.0,862.0,1080.0,06,085,0.3432973805855162,0.01386748844375963,0.26563944530046224,0.33281972265023113
512034,3,133125.0,06,085,2832.0,1205.0,0.0,763.0,736.0,06,085,0.4254943502824859,0.0,0.2694209039548023,0.2598870056497175
512036,1,134621.0,06,085,4902.0,1634.0,159.0,1487.0,1363.0,06,085,0.3333333333333333,0.03243574051407589,0.3033455732354141,0.27804977560179517
