total_pop,white_pop,black_pop,asian_pop,hispanic_pop,median_income,state,county,tract,GEOID,POC_pct
3565.0,2057.0,70.0,732.0,242.0,247031.0,06,075,022704,06075022704,42.30014025245442
5068.0,2012.0,595.0,503.0,1709.0,158750.0,06,075,022801,06075022801,60.29992107340174
2384.0,941.0,170.0,463.0,750.0,113958.0,06,075,022802,06075022802,60.52852348993289
4903.0,1649.0,116.0,1139.0,1826.0,151597.0,06,075,022803,06075022803,66.36753008362227
4573.0,1208.0,24.0,426.0,2776.0,89286.0,06,075,022901,06075022901,73.58408047233763
2233.0,861.0,111.0,301.0,845.0,173750.0,06,075,022902,06075022902,61.442006269592476
3090.0,1180.0,48.0,311.0,1349.0,148500.0,06,075,022903,06075022903,61.81229773462783
5309.0,477.0,643.0,3484.0,565.0,79091.0,06,075,023001,06075023001,91.01525711056696
4195.0,385.0,721.0,2230.0,734.0,133458.0,06,075,023003,06075023003,90.82240762812872
3707.0,203.0,1670.0,359.0,1134.0,41434.0,06,075,023102,06075023102,94.5238737523604
4064.0,0.0,2415.0,240.0,1053.0,27946.0,06,075,023103,06075023103,100.0
3857.0,444.0,1009.0,1219.0,1142.0,107833.0,06,075,023200,06075023200,88.48846253564948
3930.0,282.0,540.0,2205.0,847.0,67279.0,06,075,023300,06075023300,92.82442748091603
4148.0,344.0,1202.0,1147.0,1182.0,74871.0,06,075,023400,06075023400,91.70684667309547
3384.0,1831.0,174.0,390.0,809.0,151429.0,06,075,025100,06075025100,45.89243498817967
5505.0,3112.0,28.0,712.0,1320.0,145000.0,06,075,025200,06075025200,43.46957311534968
4441.0,1986.0,32.0,670.0,1410.0,156741.0,06,075,025300,06075025300,55.28034226525558
3781.0,1973.0,83.0,168.0,1045.0,154583.0,06,075,025401,06075025401,47.818037556202064
3522.0,1084.0,177.0,699.0,1456.0,167300.0,06,075,025402,06075025402,69.22203293583192
4692.0,1101.0,299.0,1380.0,1730.0,146354.0,06,075,025403,06075025403,76.53452685421995
4443.0,792.0,176.0,1604.0,1538.0,126821.0,06,075,025501,06075025501,82.17420661715057
4428.0,1193.0,108.0,1638.0,1163.0,166486.0,06,075,025502,06075025502,73.05781391147245
5158.0,783.0,27.0,2954.0,1233.0,115000.0,06,075,025600,06075025600,84.81969755719271
5424.0,479.0,36.0,3468.0,1384.0,111333.0,06,075,025701,06075025701,91.1688790560472
3979.0,552.0,3.0,2391.0,862.0,97717.0,06,075,025702,06075025702,86.1271676300578
2153.0,183.0,175.0,1512.0,187.0,80682.0,06,075,025800,06075025800,91.50023223409195
4409.0,1016.0,215.0,1910.0,1146.0,128676.0,06,075,025900,06075025900,76.95622590156498
6463.0,716.0,76.0,3138.0,2295.0,104406.0,06,075,026001,06075026001,88.92155345814638
3660.0,846.0,132.0,1647.0,839.0,126615.0,06,075,026002,06075026002,76.88524590163934
5085.0,816.0,2.0,2304.0,1848.0,96563.0,06,075,026003,06075026003,83.952802359882
4107.0,607.0,37.0,1523.0,1748.0,103152.0,06,075,026004,06075026004,85.22035549062576
7566.0,475.0,24.0,5160.0,1627.0,108544.0,06,075,026100,06075026100,93.72191382500661
3825.0,136.0,38.0,2382.0,1141.0,115417.0,06,075,026201,06075026201,96.44444444444444
3839.0,336.0,6.0,2290.0,1123.0,113403.0,06,075,026202,06075026202,91.24772076061475
5724.0,687.0,67.0,3262.0,1555.0,98375.0,06,075,026301,06075026301,87.9979035639413
5142.0,540.0,205.0,2905.0,1344.0,87228.0,06,075,026302,06075026302,89.49824970828472
4818.0,670.0,42.0,2421.0,1574.0,76210.0,06,075,026303,06075026303,86.09381486093814
3444.0,194.0,192.0,2372.0,448.0,71042.0,06,075,026401,06075026401,94.36701509872242
5056.0,1026.0,338.0,2457.0,932.0,115117.0,06,075,026402,06075026402,79.70727848101265
3801.0,189.0,95.0,2544.0,946.0,74792.0,06,075,026403,06075026403,95.02762430939227
2760.0,93.0,299.0,1336.0,871.0,76000.0,06,075,026404,06075026404,96.6304347826087
5062.0,2587.0,62.0,1603.0,517.0,135791.0,06,075,030101,06075030101,48.893717898064004
4731.0,2899.0,101.0,1051.0,365.0,183272.0,06,075,030102,06075030102,38.723314309871064
4262.0,1829.0,71.0,1275.0,683.0,115898.0,06,075,030201,06075030201,57.08587517597372
4013.0,1981.0,124.0,1223.0,396.0,121831.0,06,075,030202,06075030202,50.63543483678047
6074.0,2434.0,93.0,2677.0,393.0,161495.0,06,075,030301,06075030301,59.927560092196245
3928.0,1460.0,178.0,1573.0,341.0,176364.0,06,075,030302,06075030302,62.83095723014257
5088.0,2130.0,77.0,2240.0,339.0,127632.0,06,075,030400,06075030400,58.136792452830186
3676.0,1615.0,349.0,996.0,569.0,162218.0,06,075,030500,06075030500,56.066376496191516
2514.0,1204.0,37.0,723.0,223.0,200625.0,06,075,030600,06075030600,52.10819411296739
6959.0,3417.0,245.0,2175.0,617.0,172417.0,06,075,030700,06075030700,50.898117545624366
6041.0,3817.0,76.0,1594.0,297.0,171250.0,06,075,030800,06075030800,36.81509683827181
6767.0,2803.0,67.0,2458.0,649.0,166757.0,06,075,030900,06075030900,58.578395152948126
4089.0,1428.0,129.0,1518.0,539.0,166528.0,06,075,031000,06075031000,65.07703595011006
6295.0,2580.0,142.0,2116.0,1063.0,162348.0,06,075,031100,06075031100,59.01509134233519
6522.0,802.0,212.0,4103.0,1307.0,87827.0,06,075,031201,06075031201,87.70315854032505
3239.0,154.0,212.0,2278.0,397.0,127981.0,06,075,031202,06075031202,95.24544612534733
3866.0,867.0,420.0,2138.0,274.0,94740.0,06,075,031301,06075031301,77.57371960682876
5503.0,741.0,668.0,2944.0,841.0,113304.0,06,075,031302,06075031302,86.5346174813738
2378.0,243.0,127.0,1259.0,597.0,91806.0,06,075,031401,06075031401,89.78132884777123
4788.0,760.0,500.0,1945.0,1415.0,127351.0,06,075,031402,06075031402,84.12698412698413
4874.0,1498.0,165.0,2256.0,613.0,125313.0,06,075,032601,06075032601,69.26549035699631
4505.0,1336.0,149.0,2484.0,285.0,130431.0,06,075,032602,06075032602,70.34406215316315
6932.0,2737.0,29.0,3162.0,475.0,146131.0,06,075,032700,06075032700,60.51644547028274
4042.0,949.0,98.0,2698.0,160.0,124840.0,06,075,032801,06075032801,76.52152399802078
4624.0,1276.0,8.0,2739.0,349.0,118542.0,06,075,032802,06075032802,72.40484429065745
5360.0,1061.0,12.0,3581.0,197.0,139526.0,06,075,032901,06075032901,80.205223880597
4103.0,870.0,14.0,3034.0,128.0,101719.0,06,075,032902,06075032902,78.79600292468926
4200.0,1074.0,81.0,2458.0,437.0,128464.0,06,075,033001,06075033001,74.42857142857143
4227.0,1689.0,0.0,1911.0,384.0,202737.0,06,075,033002,06075033002,60.042583392476935
3948.0,1229.0,49.0,2107.0,203.0,150500.0,06,075,033100,06075033100,68.87031408308005
4262.0,1216.0,445.0,1010.0,1340.0,58750.0,06,075,033201,06075033201,71.46879399343031
3320.0,1047.0,155.0,1273.0,573.0,54854.0,06,075,033203,06075033203,68.46385542168674
4402.0,1213.0,427.0,1537.0,952.0,99205.0,06,075,033204,06075033204,72.44434348023626
4035.0,1626.0,115.0,1235.0,789.0,113000.0,06,075,035101,06075035101,59.70260223048327
4760.0,1222.0,51.0,2902.0,33.0,168897.0,06,075,035102,06075035102,74.32773109243698
5497.0,1601.0,48.0,3008.0,507.0,118902.0,06,075,035201,06075035201,70.87502273967618
4796.0,1744.0,105.0,1694.0,758.0,93622.0,06,075,035202,06075035202,63.63636363636363
7537.0,2051.0,8.0,4881.0,523.0,133947.0,06,075,035300,06075035300,72.7875812657556
7769.0,2872.0,71.0,2901.0,568.0,122050.0,06,075,035400,06075035400,63.03256532372249
4342.0,1909.0,19.0,1378.0,731.0,132976.0,06,075,040100,06075040100,56.03408567480423
5460.0,2447.0,70.0,2213.0,439.0,140227.0,06,075,040200,06075040200,55.18315018315019
4261.0,1715.0,161.0,1580.0,273.0,101806.0,06,075,042601,06075042601,59.75123210513964
2615.0,1200.0,7.0,1104.0,130.0,147708.0,06,075,042602,06075042602,54.11089866156787
5361.0,1787.0,316.0,2613.0,365.0,106387.0,06,075,042700,06075042700,66.66666666666666
2501.0,1574.0,31.0,535.0,146.0,235588.0,06,075,042800,06075042800,37.06517393042783
5209.0,2910.0,34.0,1562.0,377.0,175237.0,06,075,045100,06075045100,44.135150700710305
3360.0,1197.0,207.0,1564.0,144.0,164583.0,06,075,045201,06075045201,64.375
3396.0,1545.0,53.0,1308.0,302.0,143164.0,06,075,045202,06075045202,54.50530035335689
5145.0,2010.0,9.0,2058.0,302.0,141544.0,06,075,047600,06075047600,60.932944606414
4978.0,1656.0,0.0,2389.0,346.0,106705.0,06,075,047701,06075047701,66.73362796303736
3541.0,1622.0,14.0,1576.0,199.0,103455.0,06,075,047702,06075047702,54.19373058458062
4550.0,1895.0,50.0,2016.0,195.0,145568.0,06,075,047801,06075047801,58.35164835164836
3781.0,1745.0,17.0,1590.0,355.0,101722.0,06,075,047802,06075047802,53.848188309970915
3610.0,1514.0,0.0,1318.0,396.0,132583.0,06,075,047902,06075047902,58.060941828254855
4283.0,1782.0,36.0,2108.0,223.0,135757.0,06,075,047903,06075047903,58.39364931123045
3111.0,1704.0,50.0,608.0,302.0,79514.0,06,075,047904,06075047904,45.22661523625844
4231.0,2419.0,75.0,325.0,852.0,218898.0,06,075,060100,06075060100,42.82675490427795
1595.0,668.0,91.0,384.0,194.0,80733.0,06,075,060400,06075060400,58.11912225705329
3539.0,205.0,689.0,1260.0,926.0,34896.0,06,075,060502,06075060502,94.20740322124894
7621.0,2640.0,478.0,3419.0,774.0,165718.0,06,075,060701,06075060701,65.35887678782312
1488.0,774.0,0.0,282.0,214.0,-666666666.0,06,075,060702,06075060702,47.983870967741936
5787.0,2261.0,27.0,2237.0,844.0,183168.0,06,075,060703,06075060703,60.929669949887675
4825.0,568.0,688.0,3037.0,391.0,89125.0,06,075,061000,06075061000,88.2279792746114
1856.0,60.0,15.0,1701.0,14.0,17146.0,06,075,061101,06075061101,96.76724137931035
2341.0,125.0,85.0,1900.0,81.0,24656.0,06,075,061102,06075061102,94.66040153780436
3952.0,484.0,858.0,1105.0,1500.0,89063.0,06,075,061200,06075061200,87.75303643724696
3199.0,1703.0,251.0,463.0,408.0,149396.0,06,075,061401,06075061401,46.76461394185683
2537.0,1088.0,123.0,770.0,406.0,160823.0,06,075,061402,06075061402,57.114702404414665
1837.0,825.0,0.0,705.0,37.0,250001.0,06,075,061501,06075061501,55.08982035928144
1774.0,1395.0,23.0,183.0,113.0,106165.0,06,075,061502,06075061502,21.3641488162345
3400.0,1420.0,233.0,1580.0,101.0,204620.0,06,075,061503,06075061503,58.235294117647065
1443.0,372.0,6.0,846.0,67.0,241230.0,06,075,061504,06075061504,74.22037422037423
776.0,50.0,51.0,640.0,35.0,249901.0,06,075,061505,06075061505,93.55670103092784
4422.0,1870.0,62.0,2202.0,238.0,250001.0,06,075,061506,06075061506,57.711442786069654
1940.0,766.0,0.0,730.0,444.0,93466.0,06,075,061507,06075061507,60.51546391752577
2006.0,1013.0,60.0,818.0,115.0,-666666666.0,06,075,061508,06075061508,49.50149551345962
171.0,66.0,50.0,40.0,12.0,-666666666.0,06,075,980200,06075980200,61.40350877192983
25.0,14.0,0.0,5.0,6.0,149688.0,06,075,980300,06075980300,44.0
0.0,0.0,0.0,0.0,0.0,-666666666.0,06,075,980401,06075980401,
104.0,0.0,0.0,104.0,0.0,11316.0,06,075,980501,06075980501,100.0
970.0,99.0,286.0,317.0,180.0,120268.0,06,075,980600,06075980600,89.79381443298969
296.0,82.0,16.0,169.0,10.0,137750.0,06,075,980900,06075980900,72.2972972972973
0.0,0.0,0.0,0.0,0.0,-666666666.0,06,075,990100,06075990100,
0.0,0.0,0.0,0.0,0.0,-666666666.0,06,075,990200,06075990200,
