total_pop,white_pop,black_pop,asian_pop,hispanic_pop,median_income,state,county,tract,GEOID,POC_pct
6307.0,1023.0,238.0,2194.0,2313.0,98462.0,06,001,436100,06001436100,83.7799270651657
4167.0,359.0,464.0,353.0,2880.0,59747.0,06,001,436200,06001436200,91.38468922486202
5825.0,410.0,549.0,1893.0,2697.0,143618.0,06,001,436301,06001436301,92.96137339055794
4042.0,572.0,519.0,934.0,1958.0,101688.0,06,001,436302,06001436302,85.84858980702622
2741.0,1036.0,474.0,561.0,553.0,153964.0,06,001,436402,06001436402,62.203575337468074
4470.0,1275.0,510.0,861.0,1410.0,85769.0,06,001,436403,06001436403,71.47651006711409
3181.0,1688.0,527.0,390.0,576.0,137768.0,06,001,436404,06001436404,46.93492612386042
5435.0,701.0,552.0,1226.0,2519.0,76958.0,06,001,436500,06001436500,87.10211591536338
6620.0,738.0,713.0,1217.0,3599.0,77173.0,06,001,436601,06001436601,88.85196374622356
5297.0,506.0,607.0,1158.0,2431.0,81451.0,06,001,436602,06001436602,90.44742306966207
3429.0,596.0,275.0,754.0,1660.0,93611.0,06,001,436700,06001436700,82.6188393117527
4280.0,522.0,384.0,943.0,2084.0,112443.0,06,001,436800,06001436800,87.80373831775701
6750.0,809.0,172.0,1258.0,4109.0,95202.0,06,001,436900,06001436900,88.01481481481481
3622.0,717.0,173.0,1060.0,1573.0,104717.0,06,001,437000,06001437000,80.20430701270017
7653.0,913.0,712.0,3679.0,1499.0,152356.0,06,001,437101,06001437101,88.07003789363648
4438.0,463.0,470.0,1481.0,1622.0,76094.0,06,001,437102,06001437102,89.56737269040109
8504.0,1087.0,376.0,3610.0,2535.0,94043.0,06,001,437200,06001437200,87.21777986829727
3158.0,524.0,393.0,987.0,1003.0,56484.0,06,001,437300,06001437300,83.40721975934136
3629.0,537.0,142.0,852.0,1851.0,79412.0,06,001,437400,06001437400,85.20253513364563
4395.0,566.0,210.0,598.0,2689.0,77132.0,06,001,437500,06001437500,87.1217292377702
3386.0,455.0,238.0,1548.0,976.0,100341.0,06,001,437600,06001437600,86.56231541642056
3675.0,383.0,574.0,677.0,1926.0,64548.0,06,001,437701,06001437701,89.578231292517
3770.0,225.0,283.0,294.0,2775.0,75917.0,06,001,437702,06001437702,94.03183023872678
5240.0,912.0,357.0,1552.0,2039.0,127813.0,06,001,437800,06001437800,82.59541984732824
2125.0,227.0,200.0,460.0,1024.0,92361.0,06,001,437900,06001437900,89.31764705882354
3698.0,884.0,363.0,1419.0,869.0,103958.0,06,001,438000,06001438000,76.09518658734451
8131.0,1029.0,479.0,3224.0,3034.0,137137.0,06,001,438100,06001438100,87.34473004550486
4761.0,363.0,366.0,936.0,2686.0,93281.0,06,001,438201,06001438201,92.3755513547574
4042.0,984.0,119.0,1762.0,884.0,114592.0,06,001,438203,06001438203,75.65561603166749
6053.0,782.0,329.0,2255.0,2103.0,84950.0,06,001,438204,06001438204,87.08078638691558
3817.0,181.0,337.0,1711.0,1445.0,109643.0,06,001,438300,06001438300,95.2580560649725
2654.0,463.0,181.0,1215.0,696.0,87772.0,06,001,438400,06001438400,82.55463451394121
2788.0,999.0,91.0,938.0,516.0,99250.0,06,001,440100,06001440100,64.16786226685797
5729.0,120.0,150.0,1481.0,3846.0,106736.0,06,001,440200,06001440200,97.90539361145052
7116.0,2069.0,381.0,1909.0,2394.0,108566.0,06,001,440301,06001440301,70.92467678471051
5014.0,509.0,625.0,3104.0,583.0,128750.0,06,001,440304,06001440304,89.84842441164739
4125.0,655.0,51.0,2371.0,815.0,135417.0,06,001,440305,06001440305,84.12121212121212
3975.0,320.0,220.0,2685.0,437.0,98365.0,06,001,440306,06001440306,91.9496855345912
4813.0,732.0,224.0,2787.0,915.0,94583.0,06,001,440307,06001440307,84.79119052565967
5886.0,742.0,193.0,3058.0,1527.0,103295.0,06,001,440308,06001440308,87.3938158341828
3099.0,362.0,78.0,1708.0,589.0,119821.0,06,001,440331,06001440331,88.3188125201678
3352.0,297.0,55.0,2532.0,327.0,180694.0,06,001,440332,06001440332,91.13961813842482
2816.0,264.0,69.0,2219.0,110.0,107344.0,06,001,440333,06001440333,90.625
4165.0,400.0,181.0,3007.0,514.0,137604.0,06,001,440334,06001440334,90.39615846338536
3979.0,664.0,311.0,1972.0,606.0,130795.0,06,001,440336,06001440336,83.3123900477507
2796.0,311.0,224.0,2053.0,173.0,250001.0,06,001,440337,06001440337,88.87696709585121
4133.0,946.0,56.0,2649.0,269.0,134267.0,06,001,440338,06001440338,77.11105734333414
4650.0,2039.0,8.0,1579.0,732.0,156418.0,06,001,441100,06001441100,56.15053763440861
7029.0,2479.0,166.0,3113.0,957.0,137451.0,06,001,441200,06001441200,64.73182529520558
3268.0,789.0,337.0,1622.0,186.0,137232.0,06,001,441301,06001441301,75.85679314565483
5802.0,1202.0,125.0,3671.0,517.0,189333.0,06,001,441302,06001441302,79.28300586004826
7891.0,1419.0,110.0,5298.0,808.0,144850.0,06,001,441401,06001441401,82.01748827778482
5508.0,1039.0,56.0,3619.0,289.0,154323.0,06,001,441402,06001441402,81.1365286855483
5937.0,750.0,272.0,4128.0,525.0,180387.0,06,001,441501,06001441501,87.36735725113694
7662.0,702.0,16.0,6467.0,190.0,213068.0,06,001,441503,06001441503,90.8379013312451
5993.0,880.0,70.0,4302.0,165.0,231300.0,06,001,441521,06001441521,85.31620223594193
5291.0,780.0,185.0,3603.0,559.0,158155.0,06,001,441522,06001441522,85.25798525798525
4334.0,489.0,90.0,3367.0,232.0,159415.0,06,001,441523,06001441523,88.71712044300877
4245.0,196.0,57.0,3862.0,63.0,207984.0,06,001,441524,06001441524,95.38280329799764
1125.0,74.0,18.0,818.0,203.0,138594.0,06,001,441525,06001441525,93.42222222222222
4920.0,1394.0,548.0,1863.0,847.0,147788.0,06,001,441601,06001441601,71.66666666666667
7681.0,1860.0,138.0,3359.0,1807.0,115862.0,06,001,441602,06001441602,75.78440307251661
4341.0,752.0,12.0,2055.0,1437.0,125000.0,06,001,441701,06001441701,82.67680258005068
4821.0,1192.0,488.0,2222.0,730.0,110208.0,06,001,441702,06001441702,75.27483924496993
