tract,num_alpr_cameras,total_population,white,black,native_american,asian,pacific_islander,other_race,two_or_more,state,county,white_pct,black_pct,native_american_pct,asian_pct,pacific_islander_pct,other_race_pct,two_or_more_pct
000nan,17061,,,,,,,,,,,,,,,,,
502302,1,3417.0,2028.0,98.0,6.0,316.0,0.0,180.0,789.0,06,085,59.35030728709394,2.868012876792508,0.17559262510974538,9.247878255779924,0.0,5.267778753292362,23.090430201931518
502400,4,6861.0,4936.0,37.0,46.0,751.0,0.0,527.0,564.0,06,085,71.94286547150561,0.5392799883398921,0.6704562017198659,10.945926249817811,0.0,7.681096050138464,8.220376038478355
502500,3,6692.0,4499.0,213.0,19.0,722.0,0.0,352.0,887.0,06,085,67.22952779438135,3.182904961147639,0.2839210998206814,10.789001793185895,0.0,5.260011954572624,13.254632396891811
502701,1,5697.0,2995.0,317.0,102.0,1234.0,7.0,430.0,612.0,06,085,52.57152887484641,5.564332104616465,1.790416008425487,21.66052308232403,0.12287168685272952,7.547832192381955,10.742496050552923
502800,1,4459.0,2864.0,30.0,15.0,994.0,12.0,41.0,503.0,06,085,64.2296479031173,0.6727965911639381,0.33639829558196904,22.29199372056515,0.26911863646557527,0.9194886745907155,11.280556178515361
502902,4,9412.0,6746.0,52.0,2.0,1914.0,0.0,55.0,643.0,06,085,71.67445813854654,0.5524861878453038,0.021249468763280918,20.33574160645984,0.0,0.5843603909902253,6.831704207394814
502903,2,5239.0,3439.0,0.0,133.0,925.0,0.0,194.0,548.0,06,085,65.64229814850162,0.0,2.5386524145829354,17.656041229242224,0.0,3.702996755105936,10.460011452567283
502906,1,4993.0,2752.0,146.0,0.0,1445.0,174.0,162.0,314.0,06,085,55.11716402964149,2.924093731223713,0.0,28.940516723412777,3.4848788303625073,3.2445423593030243,6.288804326056479
502908,3,6590.0,4175.0,0.0,47.0,1120.0,0.0,208.0,1040.0,06,085,63.3535660091047,0.0,0.7132018209408194,16.99544764795144,0.0,3.1562974203338388,15.781487101669194
502909,1,4896.0,2848.0,39.0,0.0,975.0,0.0,251.0,783.0,06,085,58.16993464052288,0.7965686274509803,0.0,19.91421568627451,0.0,5.126633986928105,15.992647058823529
503003,1,4915.0,3400.0,25.0,10.0,832.0,0.0,72.0,576.0,06,085,69.17599186164801,0.508646998982706,0.20345879959308238,16.927772126144454,0.0,1.4649033570701933,11.719226856561546
503105,1,2248.0,254.0,0.0,0.0,1318.0,0.0,559.0,117.0,06,085,11.298932384341636,0.0,0.0,58.629893238434164,0.0,24.866548042704625,5.204626334519573
503110,1,4184.0,694.0,63.0,59.0,1145.0,50.0,1785.0,388.0,06,085,16.58699808795411,1.505736137667304,1.410133843212237,27.366156787762907,1.1950286806883366,42.66252390057361,9.27342256214149
503111,1,5620.0,872.0,152.0,143.0,2491.0,13.0,1390.0,559.0,06,085,15.516014234875444,2.704626334519573,2.5444839857651247,44.32384341637011,0.23131672597864766,24.733096085409255,9.946619217081851
503112,4,4077.0,1013.0,254.0,67.0,749.0,0.0,1571.0,423.0,06,085,24.846701005641403,6.230071130733383,1.6433652195241601,18.371351483934266,0.0,38.533235221976945,10.375275938189846
503113,2,4910.0,1852.0,118.0,9.0,363.0,0.0,2201.0,367.0,06,085,37.71894093686355,2.4032586558044806,0.18329938900203666,7.393075356415478,0.0,44.82688391038697,7.474541751527494
503116,1,6687.0,3152.0,526.0,18.0,2185.0,0.0,396.0,410.0,06,085,47.136234484821294,7.866008673545685,0.2691790040376851,32.675340212352324,0.0,5.921938088829071,6.1312995364139375
503117,2,3088.0,465.0,26.0,79.0,1299.0,0.0,874.0,345.0,06,085,15.058290155440416,0.8419689119170984,2.5582901554404147,42.0660621761658,0.0,28.303108808290155,11.172279792746114
503118,3,4727.0,1393.0,109.0,11.0,1698.0,120.0,1041.0,355.0,06,085,29.469007827374654,2.3059022635921305,0.23270573302305902,35.921303152104926,2.5386079966151893,22.022424370636767,7.510048656653269
503121,3,5196.0,1526.0,256.0,107.0,941.0,0.0,1395.0,971.0,06,085,29.36874518860662,4.926866820631255,2.0592763664357197,18.11008468052348,0.0,26.847575057736723,18.687451886066206
503122,6,3547.0,321.0,160.0,44.0,1871.0,0.0,791.0,360.0,06,085,9.049901325063434,4.510854243022272,1.240484916831125,52.748801804341696,0.0,22.30053566394136,10.149422046800114
503123,2,3744.0,1814.0,226.0,0.0,587.0,90.0,372.0,655.0,06,085,48.4508547008547,6.036324786324786,0.0,15.678418803418804,2.403846153846154,9.935897435897436,17.49465811965812
503124,2,5884.0,1240.0,770.0,0.0,2041.0,69.0,1487.0,277.0,06,085,21.07409925220938,13.086335825968728,0.0,34.687287559483345,1.1726716519374574,25.27192386131883,4.707681849082257
503126,2,3778.0,1535.0,89.0,0.0,1741.0,0.0,125.0,288.0,06,085,40.629962943356276,2.35574377977766,0.0,46.08258337744838,0.0,3.308628904182107,7.623080995235575
503127,2,4302.0,1836.0,277.0,0.0,1837.0,27.0,47.0,278.0,06,085,42.67782426778243,6.438865643886564,0.0,42.70106927010693,0.6276150627615062,1.0925151092515109,6.462110646211065
503207,2,3720.0,484.0,196.0,81.0,2711.0,0.0,70.0,178.0,06,085,13.010752688172042,5.268817204301075,2.1774193548387095,72.8763440860215,0.0,1.881720430107527,4.78494623655914
503210,1,4520.0,1004.0,163.0,71.0,1806.0,35.0,905.0,536.0,06,085,22.212389380530972,3.6061946902654864,1.5707964601769913,39.95575221238938,0.7743362831858407,20.02212389380531,11.858407079646017
503211,2,4484.0,1219.0,252.0,15.0,2267.0,53.0,127.0,551.0,06,085,27.185548617305976,5.619982158786797,0.3345227475468332,50.557537912578056,1.1819803746654773,2.832292595896521,12.288135593220339
503212,1,4440.0,598.0,170.0,2.0,2899.0,60.0,336.0,375.0,06,085,13.468468468468469,3.8288288288288284,0.04504504504504504,65.2927927927928,1.3513513513513513,7.567567567567568,8.445945945945946
503213,2,5197.0,813.0,14.0,56.0,3169.0,0.0,648.0,497.0,06,085,15.643640561862613,0.26938618433711753,1.0775447373484701,60.977487011737544,0.0,12.468731960746585,9.563209543967673
503217,2,4377.0,1876.0,51.0,24.0,952.0,16.0,299.0,1159.0,06,085,42.86040667123601,1.1651816312542838,0.5483207676490748,21.75005711674663,0.3655471784327165,6.831162896961389,26.479323737719902
503219,1,2871.0,615.0,159.0,10.0,898.0,0.0,343.0,846.0,06,085,21.42110762800418,5.538140020898641,0.34831069313827934,31.278300243817487,0.0,11.947056774642983,29.46708463949843
503220,1,4848.0,1004.0,144.0,34.0,1242.0,0.0,1345.0,1079.0,06,085,20.70957095709571,2.9702970297029703,0.7013201320132013,25.61881188118812,0.0,27.743399339933994,22.256600660066006
503221,1,2395.0,200.0,0.0,0.0,1907.0,0.0,288.0,0.0,06,085,8.350730688935283,0.0,0.0,79.6242171189979,0.0,12.025052192066806,0.0
503304,2,7084.0,1773.0,167.0,264.0,3520.0,24.0,1025.0,311.0,06,085,25.028232636928287,2.35742518351214,3.7267080745341614,49.68944099378882,0.33879164313946925,14.469226425748166,4.390175042348956
503305,1,5843.0,1259.0,75.0,98.0,2813.0,246.0,797.0,555.0,06,085,21.54715043641965,1.2835871983570084,1.6772206058531576,48.14307718637686,4.210166010610988,13.640253294540475,9.498545267841862
503306,1,4120.0,615.0,15.0,3.0,2078.0,0.0,1258.0,151.0,06,085,14.927184466019416,0.3640776699029126,0.07281553398058252,50.43689320388349,0.0,30.533980582524272,3.6650485436893208
503315,1,8857.0,1716.0,93.0,12.0,5008.0,37.0,1532.0,459.0,06,085,19.374506040420005,1.0500169357570281,0.13548605622671334,56.542847465281696,0.4177486733656995,17.297053178277068,5.182341650671785
503321,4,4387.0,479.0,31.0,0.0,3617.0,0.0,106.0,154.0,06,085,10.91862320492364,0.7066332345566446,0.0,82.44814223843173,0.0,2.416229769774333,3.510371552313654
503322,2,4752.0,1148.0,217.0,0.0,2543.0,0.0,682.0,162.0,06,085,24.15824915824916,4.566498316498317,0.0,53.514309764309765,0.0,14.351851851851851,3.4090909090909087
503323,1,3855.0,780.0,152.0,0.0,2097.0,0.0,513.0,313.0,06,085,20.233463035019454,3.942931258106355,0.0,54.39688715953307,0.0,13.30739299610895,8.119325551232166
503325,1,4409.0,485.0,179.0,149.0,3056.0,0.0,162.0,378.0,06,085,11.000226808800182,4.059877523247902,3.379451122703561,69.31276933545021,0.0,3.6743025629394417,8.573372646858699
503327,1,4525.0,709.0,84.0,22.0,2612.0,23.0,613.0,462.0,06,085,15.668508287292818,1.856353591160221,0.48618784530386744,57.72375690607735,0.5082872928176796,13.54696132596685,10.209944751381215
503329,1,3724.0,527.0,32.0,0.0,2970.0,0.0,52.0,143.0,06,085,14.151450053705691,0.8592910848549946,0.0,79.75295381310418,0.0,1.3963480128893664,3.8399570354457575
503330,1,7418.0,736.0,372.0,56.0,6086.0,23.0,0.0,145.0,06,085,9.921811809112969,5.014828794823402,0.7549204637368563,82.0436775411162,0.31005661903478027,0.0,1.9547047721757886
503331,1,3652.0,1603.0,31.0,0.0,1663.0,0.0,132.0,223.0,06,085,43.89375684556408,0.8488499452354874,0.0,45.53669222343921,0.0,3.614457831325301,6.1062431544359255
503333,3,4781.0,1531.0,306.0,0.0,2304.0,0.0,384.0,256.0,06,085,32.02258941644007,6.400334658021334,0.0,48.190755072160634,0.0,8.031792512026772,5.354528341351182
503337,3,4231.0,433.0,193.0,87.0,2949.0,20.0,291.0,258.0,06,085,10.233987237059797,4.561569368943512,2.056251477192153,69.69983455447884,0.4727014890096904,6.877806665090995,6.097849208225005
503338,2,4385.0,1018.0,51.0,0.0,2975.0,0.0,55.0,286.0,06,085,23.215507411630558,1.1630558722919042,0.0,67.84492588369442,0.0,1.2542759407069555,6.522234891676169
503339,2,3880.0,890.0,0.0,7.0,2222.0,11.0,336.0,414.0,06,085,22.938144329896907,0.0,0.18041237113402062,57.2680412371134,0.28350515463917525,8.65979381443299,10.670103092783505
503509,1,4611.0,750.0,93.0,30.0,1486.0,0.0,1456.0,796.0,06,085,16.26545217957059,2.0169160702667535,0.6506180871828237,32.22728258512254,0.0,31.57666449793971,17.263066579917588
503511,2,3625.0,765.0,111.0,0.0,1737.0,0.0,460.0,552.0,06,085,21.103448275862068,3.0620689655172413,0.0,47.91724137931034,0.0,12.689655172413794,15.227586206896552
503601,3,3671.0,1043.0,105.0,91.0,854.0,0.0,1097.0,481.0,06,085,28.411876872786706,2.860256061018796,2.4788885862162897,23.263415962952873,0.0,29.8828657041678,13.10269681285753
503602,1,5465.0,817.0,100.0,0.0,1574.0,0.0,2410.0,564.0,06,085,14.94967978042086,1.8298261665141813,0.0,28.801463860933215,0.0,44.09881061299177,10.320219579139982
503707,1,5174.0,1122.0,236.0,44.0,2200.0,26.0,843.0,703.0,06,085,21.685349826053343,4.561267877850792,0.8504058755315036,42.52029377657519,0.5025125628140703,16.293003478933127,13.587166602241979
503708,2,2800.0,192.0,15.0,7.0,2066.0,25.0,231.0,264.0,06,085,6.857142857142858,0.5357142857142857,0.25,73.78571428571429,0.8928571428571428,8.25,9.428571428571429
503709,1,6348.0,808.0,244.0,148.0,3894.0,30.0,1175.0,49.0,06,085,12.728418399495906,3.843730308758664,2.3314429741650917,61.342155009451794,0.4725897920604915,18.509766855702583,0.7718966603654694
503710,3,3457.0,586.0,22.0,48.0,934.0,102.0,1267.0,498.0,06,085,16.95111368238357,0.6363899334683252,1.388487127567255,27.017645357246167,2.9505351460804166,36.650274804744,14.405553948510269
503711,2,5243.0,865.0,194.0,116.0,1404.0,59.0,1806.0,799.0,06,085,16.498188060270838,3.700171657448026,2.212473774556552,26.778561892046536,1.1253099370589357,34.445927903871834,15.239366774747282
503712,2,4472.0,612.0,21.0,88.0,1901.0,0.0,752.0,1098.0,06,085,13.685152057245082,0.46958855098389984,1.9677996422182469,42.508944543828264,0.0,16.815742397137747,24.552772808586763
503713,1,3315.0,393.0,90.0,119.0,953.0,74.0,917.0,769.0,06,085,11.855203619909501,2.7149321266968327,3.5897435897435894,28.74811463046757,2.2322775263951735,27.66214177978884,23.19758672699849
503802,2,8061.0,1734.0,100.0,1.0,2777.0,517.0,2605.0,327.0,06,085,21.51097878675102,1.2405408758218583,0.012405408758218581,34.449820121573005,6.413596327999008,32.31608981515941,4.056568663937476
503803,1,5053.0,648.0,110.0,29.0,2651.0,32.0,593.0,990.0,06,085,12.824064911933505,2.1769245992479718,0.5739164852562835,52.46388284187611,0.6332871561448644,11.735602612309519,19.592321393231742
503804,1,5421.0,1375.0,117.0,0.0,2277.0,134.0,1044.0,474.0,06,085,25.364323925475002,2.158273381294964,0.0,42.00332042058661,2.4718686589190186,19.258439402324296,8.743774211400112
503902,2,6385.0,1815.0,16.0,14.0,1467.0,0.0,1844.0,1229.0,06,085,28.425998433829285,0.2505873140172279,0.2192638997650744,22.97572435395458,0.0,28.880187940485513,19.248238057948317
503903,3,3386.0,860.0,14.0,8.0,1508.0,0.0,797.0,199.0,06,085,25.39870053160071,0.4134672179562906,0.23626698168930893,44.53632604843473,0.0,23.5380980507974,5.877141169521559
504001,4,5396.0,1203.0,28.0,21.0,1092.0,0.0,2595.0,457.0,06,085,22.294292068198665,0.5189028910303929,0.3891771682727947,20.237212750185325,0.0,48.091178650852484,8.469236471460341
504002,2,6609.0,1173.0,81.0,331.0,2886.0,0.0,1719.0,419.0,06,085,17.748524738992284,1.2256014525646846,5.008321985171736,43.6677258284158,0.0,26.009986382206087,6.339839612649417
504101,1,4626.0,1533.0,54.0,47.0,950.0,6.0,1773.0,263.0,06,085,33.13878080415045,1.1673151750972763,1.01599654128837,20.536100302637266,0.12970168612191957,38.32684824902724,5.685257241677475
504307,3,5864.0,692.0,54.0,0.0,3863.0,0.0,609.0,646.0,06,085,11.800818553888131,0.9208731241473397,0.0,65.87653478854024,0.0,10.385402455661664,11.016371077762619
504308,1,4577.0,1392.0,57.0,55.0,2246.0,0.0,84.0,743.0,06,085,30.412934236399387,1.245357220887044,1.201660476294516,49.071444177408786,0.0,1.83526327288617,16.2333406161241
504311,1,7705.0,869.0,67.0,42.0,6258.0,0.0,324.0,145.0,06,085,11.278390655418558,0.8695652173913043,0.5451005840363401,81.21998702141467,0.0,4.205061648280338,1.881894873458793
504314,2,4767.0,784.0,147.0,13.0,3278.0,0.0,231.0,314.0,06,085,16.44640234948605,3.0837004405286343,0.27270820222362074,68.76442206838682,0.0,4.845814977973569,6.586951961401301
504315,3,6841.0,1277.0,69.0,42.0,4705.0,0.0,451.0,297.0,06,085,18.666861569945915,1.0086244701067095,0.613945329630171,68.77649466452273,0.0,6.5926034205525506,4.341470545241924
504316,2,5387.0,516.0,12.0,0.0,3942.0,9.0,323.0,585.0,06,085,9.578615184703917,0.22275849266753298,0.0,73.17616484128457,0.1670688695006497,5.995916094301095,10.85947651754223
504317,2,3849.0,382.0,9.0,13.0,2808.0,8.0,351.0,278.0,06,085,9.924655754741492,0.23382696804364772,0.33775006495193555,72.95401402961808,0.20784619381657576,9.11925175370226,7.222655235126006
504318,8,6782.0,1332.0,135.0,74.0,3879.0,126.0,299.0,937.0,06,085,19.640224122677676,1.9905632556767916,1.091123562370982,57.195517546446474,1.857859038631672,4.408728988498968,13.815983485697434
504319,6,6755.0,743.0,279.0,78.0,4643.0,0.0,767.0,245.0,06,085,10.999259807549963,4.130273871206514,1.1547002220577351,68.7342709104367,0.0,11.354552183567728,3.6269430051813467
504320,2,3038.0,645.0,27.0,0.0,2119.0,0.0,40.0,207.0,06,085,21.231073074391045,0.8887425938117182,0.0,69.74983541803819,0.0,1.316655694535879,6.813693219223173
504321,4,5511.0,724.0,77.0,0.0,3559.0,0.0,488.0,663.0,06,085,13.137361640355651,1.3972055888223553,0.0,64.57993104699692,0.0,8.855017238250772,12.030484485574306
504323,2,6081.0,863.0,45.0,36.0,4513.0,0.0,508.0,116.0,06,085,14.191744778819274,0.740009866798224,0.5920078934385792,74.21476730800856,0.0,8.353889162966617,1.9075809899687552
504410,2,4286.0,667.0,165.0,86.0,2476.0,0.0,721.0,171.0,06,085,15.562295846943536,3.8497433504433034,2.006532897806813,57.76948203453103,0.0,16.822211852543166,3.9897340177321516
504411,1,6006.0,1102.0,128.0,9.0,4150.0,20.0,421.0,176.0,06,085,18.348318348318347,2.131202131202131,0.14985014985014986,69.0975690975691,0.333000333000333,7.009657009657009,2.93040293040293
504424,3,5448.0,800.0,88.0,75.0,3581.0,18.0,250.0,636.0,06,085,14.684287812041116,1.6152716593245229,1.3766519823788546,65.73054331864905,0.3303964757709251,4.588839941262849,11.674008810572687
505006,5,12008.0,2596.0,68.0,0.0,8892.0,0.0,112.0,340.0,06,085,21.61892071952032,0.5662891405729514,0.0,74.0506329113924,0.0,0.9327115256495668,2.8314457028647566
505100,3,4272.0,1369.0,208.0,2.0,1704.0,9.0,409.0,571.0,06,085,32.04588014981273,4.868913857677903,0.04681647940074907,39.8876404494382,0.21067415730337077,9.573970037453183,13.366104868913858
506202,1,8026.0,2697.0,413.0,17.0,4032.0,0.0,335.0,532.0,06,085,33.60328930974333,5.1457762272614005,0.2118116122601545,50.23673062546723,0.0,4.173934712185398,6.628457513082482
506204,1,5424.0,1205.0,215.0,1.0,3649.0,0.0,73.0,281.0,06,085,22.216076696165192,3.9638643067846604,0.018436578171091445,67.27507374631269,0.0,1.3458702064896755,5.180678466076697
506302,4,5503.0,3290.0,341.0,0.0,1539.0,0.0,55.0,278.0,06,085,59.78557150645103,6.196620025440669,0.0,27.96656369253135,0.0,0.999454842813011,5.051789932763947
506304,2,6089.0,1799.0,267.0,0.0,2476.0,0.0,1084.0,463.0,06,085,29.545081294136967,4.38495647889637,0.0,40.66349154212514,0.0,17.802594843159795,7.603875841681722
506305,1,6050.0,2948.0,754.0,24.0,1320.0,59.0,822.0,123.0,06,085,48.72727272727273,12.462809917355372,0.39669421487603307,21.818181818181817,0.9752066115702479,13.586776859504132,2.0330578512396693
506401,1,4992.0,2604.0,261.0,62.0,1128.0,0.0,432.0,505.0,06,085,52.16346153846154,5.228365384615385,1.2419871794871795,22.596153846153847,0.0,8.653846153846153,10.116185897435898
506402,2,5805.0,3541.0,301.0,0.0,808.0,7.0,446.0,702.0,06,085,60.999138673557276,5.185185185185185,0.0,13.919035314384152,0.12058570198105081,7.683031869078381,12.093023255813954
506502,2,4555.0,2748.0,250.0,16.0,419.0,0.0,375.0,747.0,06,085,60.329308452250274,5.488474204171241,0.35126234906695936,9.198682766190998,0.0,8.232711306256862,16.399560922063667
506604,3,7498.0,3363.0,1.0,7.0,3571.0,0.0,162.0,394.0,06,085,44.85196052280608,0.013336889837289943,0.09335822886102961,47.626033608962395,0.0,2.160576153640971,5.254734595892238
506606,2,5157.0,2314.0,68.0,0.0,1596.0,0.0,269.0,910.0,06,085,44.87104905953074,1.3185960829939887,0.0,30.948225712623618,0.0,5.216210975373279,17.645918169478378
506801,1,5977.0,4625.0,43.0,0.0,1038.0,0.0,23.0,248.0,06,085,77.37995649991635,0.7194244604316548,0.0,17.366571858792035,0.0,0.38480843232390827,4.149238748536055
506803,1,7033.0,3705.0,272.0,0.0,2275.0,0.0,235.0,546.0,06,085,52.68022181146026,3.867481871178729,0.0,32.34750462107209,0.0,3.3413905872316225,7.763401109057301
506900,1,8013.0,5682.0,130.0,0.0,1477.0,0.0,141.0,583.0,06,085,70.9097716211157,1.6223636590540373,0.0,18.432547110944714,0.0,1.759640584050917,7.275677024834644
507004,1,3639.0,2864.0,0.0,0.0,556.0,0.0,33.0,186.0,06,085,78.70294036823303,0.0,0.0,15.278922780983786,0.0,0.9068425391591096,5.111294311624072
507100,1,3347.0,2788.0,0.0,0.0,327.0,0.0,19.0,213.0,06,085,83.29847624738572,0.0,0.0,9.769943232745742,0.0,0.5676725425754408,6.363907977293098
507203,1,3391.0,2100.0,15.0,143.0,743.0,0.0,129.0,261.0,06,085,61.928634621055735,0.44234739015039815,4.217045119433795,21.91094072544972,0.0,3.8041875552934235,7.696844588616927
507205,1,4797.0,3257.0,24.0,0.0,1026.0,0.0,66.0,424.0,06,085,67.89660204294351,0.5003126954346466,0.0,21.388367729831145,0.0,1.3758599124452784,8.838857619345426
507206,2,2628.0,1995.0,25.0,0.0,506.0,0.0,4.0,98.0,06,085,75.91324200913242,0.9512937595129376,0.0,19.254185692541856,0.0,0.15220700152207,3.7290715372907153
507301,36,6718.0,3238.0,2.0,0.0,3209.0,0.0,4.0,265.0,06,085,48.198868710925865,0.029770765108663295,0.0,47.76719261685025,0.0,0.05954153021732659,3.944626376897886
507302,1,2556.0,1466.0,7.0,0.0,717.0,0.0,42.0,324.0,06,085,57.35524256651017,0.27386541471048514,0.0,28.051643192488264,0.0,1.643192488262911,12.676056338028168
507401,6,5886.0,1809.0,3.0,0.0,3921.0,0.0,54.0,99.0,06,085,30.73394495412844,0.05096839959225281,0.0,66.61569826707442,0.0,0.9174311926605505,1.6819571865443423
507402,7,4150.0,2071.0,0.0,40.0,1727.0,0.0,7.0,305.0,06,085,49.903614457831324,0.0,0.9638554216867471,41.6144578313253,0.0,0.1686746987951807,7.349397590361447
507500,16,5979.0,1850.0,16.0,0.0,3828.0,0.0,42.0,243.0,06,085,30.941629034955675,0.2676032781401572,0.0,64.02408429503261,0.0,0.7024586051179127,4.064224786753638
507600,2,6079.0,2464.0,0.0,0.0,3245.0,0.0,13.0,357.0,06,085,40.53298239842079,0.0,0.0,53.380490212205956,0.0,0.21385096232933049,5.872676427043922
507806,4,6038.0,723.0,0.0,4.0,5170.0,0.0,0.0,141.0,06,085,11.974163630341172,0.0,0.06624710168930109,85.62437893342167,0.0,0.0,2.3352103345478636
507807,4,3462.0,601.0,0.0,0.0,2704.0,13.0,17.0,127.0,06,085,17.359907567879837,0.0,0.0,78.105141536684,0.37550548815713464,0.49104563835932985,3.6683997689196994
507808,1,5812.0,1140.0,0.0,32.0,4362.0,9.0,0.0,269.0,06,085,19.61459050240881,0.0,0.5505849965588437,75.0516173434274,0.1548520302821748,0.0,4.628355127322781
508301,1,4734.0,2161.0,46.0,0.0,2207.0,0.0,76.0,244.0,06,085,45.64850021123785,0.9716941275876637,0.0,46.62019433882551,0.0,1.6054076890578792,5.154203633291086
